OID,longitude,latitude,code,observation,sitenumber,sitename,unit,sitetypeshortremarks,elevation(masl),youngdatebp,olddatebp,year,month,day,archaeologicalcultureperiod,Country,States.Provinces,US.counties,NISP,MNI,species,specimenID,References,,Reference_number,Reference_citation
1912,-112.006332,41.544233,2,,42BO120,Orbit Inn,Assemblage,,1415.307007,300,570,1650,NA,NA,Promontory,United States of America,Utah,Box Elder,29,1,,,795,,,
1913,-112.005345,33.639485,2,,AZ T:12:10,Las Colinas,,village,477.9975281,570,820,1380,NA,NA,Hohokam,United States of America,Arizona,Maricopa,2,NA,,,"10, 658",,,
1914,-112.0048965,43.47449547,1,Bonn-1833-01-23,NW9346,Bonn-1833-01-23,1832-35-Bonneville,In Snake River Camp till Feb 19,1451.345825,117,NA,1833,1,23,,United States of America,Idaho,Bonneville,3,20,Bison bison,,612,,,
1915,-112.0047949,45.04837138,1,Ogden-1825-07-06,NW6779,Ogden-1825-07-06,1824-30-Ogden,NW over pass 8M onto Ruby R many buffalo no beaver,2026.583374,125,NA,1825,7,6,,United States of America,Montana,Madison,3,13,Bison bison,,981,,,
1916,-112.0020777,45.85760654,1,Ferris-1831-09-18,NW8178,Ferris-1831-09-18,1830-35-Ferris,"On Jefferson, 25M below forks, ""plains alive with bison""",1533.900635,119,NA,1831,9,18,,United States of America,Montana,Jefferson,3,33,Bison bison,,342,,,
1917,-112,36.86666667,3,7710,6355,Grand Canyon-Sandblast Cave,,,1930.334595,9580,33100,-7630,NA,NA,,United States of America,Arizona,Coconino,0,1,Bison sp,,"313, 877",,,
1918,-112,36.866669,3,7710,4875,Sandblast Cave,,,1930.334595,10685,16724,-8735,NA,NA,,United States of America,Arizona,Coconino,NA,NA,,,"876, 313, 1373, 1373, 1373, 314, 874, 1128",,,
1919,-112,40.61666667,3,5710,4549,Monroc Kearns Gravel Pit [Monroc Kearns Pit],,,1715.951172,11000,14500,-9050,NA,NA,,United States of America,Utah,Salt Lake,0,1,Bison bison antiquus,,"236, 951, 952, 953, 954",,,
1920,-111.9977111,43.97580449,1,Russ-1835-10-02,NW10298,Russell-1835-10-02,1834-40-Russell,Moved S across dry plains bison about,1568.717896,115,NA,1835,10,2,,United States of America,Idaho,Fremont,3,13,Bison bison,,1113,,,
1921,-111.9971542,44.85252696,1,Ogden-1825-09-24,NW6859,Ogden-1825-09-24,1824-30-Ogden,to mouth of pass 8M bulls in abundance,2412.417725,125,NA,1825,9,24,,United States of America,Montana,Madison,3,20,Bison bison,,981,,,
1922,-111.9927545,42.99221586,1,Ogden-1825-04-20,NW6703,Ogden-1825-04-20,1824-30-Ogden,Over pass to Portneuf 5 buffalo 46 beavers,1790.832031,125,NA,1825,4,20,,United States of America,Idaho,Caribou,3,8,Bison bison,,981,,,
1923,-111.9899431,43.1583572,1,Russ-1835-05-22,NW10201,Russell-1835-05-22,1834-40-Russell,Downsteam 10 miles Thousands of fat bulls on Blackfoot plain,1611.484863,115,NA,1835,5,22,,United States of America,Idaho,Bingham,3,33,Bison bison,,1113,,,
1924,-111.987,35.277,3,,,Ridge Ruin,,,2118.634521,743,865,1207,NA,NA,,United States of America,Arizona,Coconino,NA,NA,,,10,,,
1925,-111.9863944,44.92967815,1,Ogden-1825-09-23,NW6858,Ogden-1825-09-23,1824-30-Ogden,over fine level country bulls in abundance no bvr,2412.417725,125,NA,1825,9,23,,United States of America,Montana,Madison,3,3,Bison bison,,981,,,
1926,-111.9853923,53.31663479,1,Fidler-1792-11-11,NW2146,Fidler-1792-11-11,1791-1810-Fidler,Crossed flats (Torlea?) saw good number bulls killed 3,658.286499,158,NA,1792,11,11,,Canada,Alberta,.,3,16,Bison bison,,458,,,
1927,-111.9844609,43.01562867,1,Russ-1834-08-12,NW10154,Russell-1834-08-12,1834-40-Russell,Over Ross F to Portneuf Springs,1790.832031,116,NA,1834,8,12,,United States of America,Idaho,Caribou,3,15,Bison bison,,1113,,,
1928,-111.984076,52.45829744,1,Henday-1754-09-26,NW226,Henday-1754-09-26,1754-55-Henday,NW 11M killed bull moose,757.4620361,196,NA,1754,9,26,,Canada,Alberta,.,2,2,Bison bison,,"80, 893",,,
1929,-111.983,33.432,3,,,Las Colinas,,,383.0400696,400,500,1550,NA,NA,,United States of America,Arizona,Maricopa,NA,NA,,,"1263, 10, 657",,,
1930,-111.9824716,43.00425167,1,Russ-1834-08-13,NW10155,Russell-1834-08-13,1834-40-Russell,Springs on Portneuf Headwaters,1790.832031,116,NA,1834,8,13,,United States of America,Idaho,Caribou,3,16,Bison bison,,1113,,,
1931,-111.9758477,54.79188242,1,Thompson-1799-02-15,NW2711,Thompson-1799-02-15,1794-1812-Thompson,"MonthSum Red Deer House: 10 moose, 1-2 bull bison, 1/3 diet fish",574.2075195,151,NA,1799,2,15,,Canada,Alberta,.,3,5,Bison bison,,1285,,,
1932,-111.9704833,60.32730745,1,Fidler-1792-03-06,NW2106,Fidler-1792-03-06,1791-1810-Fidler,"same camp, many bison tracks, kill 1 cow, grp returns from Slave, 1 beaver",191.4291534,158,NA,1792,3,6,,Canada,Northwest Territories,.,3,9,Bison bison,,"1302, 526",,,
1933,-111.9700143,60.01036609,1,Hearne-1772-01-26,NW812,Hearne-1772-01-26,1770-74-Hearne,"Hunting bison and moose along Slave River, look f Athabascans",202.5615082,178,NA,1772,1,26,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1934,-111.9695012,54.7697406,1,Thompson-1798-11-15,NW2708,Thompson-1798-11-15,1794-1812-Thompson,"MonthSum Red Deer House: 10 moose, 1-2 bull bison, 1/3 diet fish",574.2075195,152,NA,1798,11,15,,Canada,Alberta,.,3,4,Bison bison,,1285,,,
1935,-111.9620798,43.71718286,1,Ferris-1831-05-15,NW8092,Ferris-1831-05-15,1830-35-Ferris,"probably at forks area, dead bison in river",1481.403198,119,NA,1831,5,15,,United States of America,Idaho,Jefferson,3,13,Bison bison,,342,,,
1936,-111.9590177,43.14926578,1,Russ-1835-05-23,NW10202,Russell-1835-05-23,1834-40-Russell,Blackfoot River above canyon drying meat,1940.864868,115,NA,1835,5,23,,United States of America,Idaho,Bingham,3,33,Bison bison,,1113,,,
1937,-111.9535011,60.30053581,1,Hearne-1772-02-09,NW826,Hearne-1772-02-09,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",191.4291534,178,NA,1772,2,9,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1938,-111.952407,60.2586772,1,Hearne-1772-02-07,NW824,Hearne-1772-02-07,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,7,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1939,-111.9509081,44.18992759,1,Russ-1835-09-30,NW10296,Russell-1835-09-30,1834-40-Russell,"Russell solo trip south ""thousands of buffalo""",1807.065796,115,NA,1835,9,30,,United States of America,Idaho,Clark,3,13,Bison bison,,1113,,,
1940,-111.9504834,54.67707104,1,Thompson-1799-03-15,NW2712,Thompson-1799-03-15,1794-1812-Thompson,"MonthSum Red Deer House: 10 moose, 1-2 bull bison, 1/3 diet fish",574.2075195,151,NA,1799,3,15,,Canada,Alberta,.,3,4,Bison bison,,1285,,,
1941,-111.9503819,51.99900097,1,Palliser-1858-07-14,NW12366,Palliser-1858-07-14,1856-59-Palliser,Went to S of Stettler to kill/dry meat,810.3317261,92,NA,1858,7,14,,Canada,Alberta,.,2,2,Bison bison,,1227,,,
1942,-111.9475543,43.5508683,1,Bonn-1833-01-22,NW9345,Bonn-1833-01-22,1832-35-Bonneville,Bison forced from hill by snow slain in great numbers,1523.728516,117,NA,1833,1,22,,United States of America,Idaho,Bonneville,3,63,Bison bison,,612,,,
1943,-111.9464388,44.64102081,1,Ogden-1825-09-25,NW6860,Ogden-1825-09-25,1824-30-Ogden,Crossing over pass to upper Red Rock R 200 buffalo kill ,2230.961914,125,NA,1825,9,25,,United States of America,Montana,Beaverhead,3,213,Bison bison,,981,,,
1944,-111.9448041,54.7968488,1,Cox-1817-06-12,NW4932,Cox-1817-06-12,1812-17-Cox,"Crossed Lac La Biche, no provisions, met Ebound brigade",559.3762207,133,NA,1817,6,12,,Canada,Alberta,.,2,10,Bison bison,,222,,,
1945,-111.943766,39.04471,2,6191,2848,Pharo Village [42MD180],Assemblage,,1684.787231,575,787,1375,NA,NA,Fremont,United States of America,Utah,Sevier,18,NA,,,"795, 839, 1373, 1373",,,
1946,-111.9414623,43.74554582,1,Ferris-1832-06-04,NW8359,Ferris-1832-06-04,1830-35-Ferris,still at camp on forks for a few more days?,1481.403198,118,NA,1832,6,4,,United States of America,Idaho,Jefferson,2,2,Bison bison,,342,,,
1947,-111.9412551,43.74366115,1,Ferris-1832-06-05,NW8360,Ferris-1832-06-05,1830-35-Ferris,still at camp on forks for a few more days?,1481.403198,118,NA,1832,6,5,,United States of America,Idaho,Jefferson,2,2,Bison bison,,342,,,
1948,-111.9410731,43.74638738,1,Ferris-1832-06-03,NW8358,Ferris-1832-06-03,1830-35-Ferris,still at camp on forks for a few more days?,1481.403198,118,NA,1832,6,3,,United States of America,Idaho,Jefferson,2,2,Bison bison,,342,,,
1949,-111.9407449,43.74398906,1,Ferris-1832-06-06,NW8361,Ferris-1832-06-06,1830-35-Ferris,still at camp on forks for a few more days?,1481.403198,118,NA,1832,6,6,,United States of America,Idaho,Jefferson,2,2,Bison bison,,342,,,
1950,-111.9405714,43.74509934,1,Ferris-1832-06-07,NW8362,Ferris-1832-06-07,1830-35-Ferris,still at camp on forks for a few more days?,1481.403198,118,NA,1832,6,7,,United States of America,Idaho,Jefferson,2,2,Bison bison,,342,,,
1951,-111.9384626,44.1154226,1,Ferris-1833-11-12,NW8600,Ferris-1833-11-12,1830-35-Ferris,"went to Bitterroot Fks via BigHole, bison abundant to BR pass",1639.332031,117,NA,1833,11,12,,United States of America,Idaho,Fremont,3,16,Bison bison,,342,,,
1952,-111.9355721,45.87242216,1,De Smet-1846-08-21,NW11841,De Smet-1846-08-21,1844-48-De Smet,"day6 going up Clark  Fork, bison deer, sheep antelope",1473.913208,104,NA,1846,8,21,,United States of America,Montana,Jefferson,3,16,Bison bison,,185,,,
1953,-111.9355146,43.76148856,1,Ferris-1833-01-10,NW8500,Ferris-1833-01-10,1830-35-Ferris,"Moved camp 3 times in January for horse forage, good hunting",1481.403198,117,NA,1833,1,10,,United States of America,Idaho,Jefferson,3,20,Bison bison,,342,,,
1954,-111.933335,43.11101,2,,,Poison Creek,,,1864.184204,720,NA,1230,NA,NA,,United States of America,Idaho,Bingham,4,NA,,,1027,,,
1955,-111.9315981,43.78408369,1,Hunt-1811-10-15,NW4847,Hunt-1811-10-15,1811-Hunt,Snake River canoe built,1481.403198,139,NA,1811,10,15,,United States of America,Idaho,Madison,1,1,Bison bison,,1097,,,
1956,-111.929191,47.48452006,1,Lewis-1806-07-09,NW4001,Lewis-1806-07-09,1804-06-LewisClark,"down Sun few miles, killed bull,  2deer, other obs",1135.42627,144,NA,1806,7,9,,United States of America,Montana,Cascade,3,4,Bison bison,,1303,,,
1957,-111.927014,42.81129186,1,Ogden-1825-05-30,NW6743,Ogden-1825-05-30,1824-30-Ogden,Crossed plain Portneuf S forks Buffalo in abundance,1813.913086,125,NA,1825,5,30,,United States of America,Idaho,Caribou,3,13,Bison bison,,981,,,
1958,-111.9254261,60.23189116,1,Hearne-1772-02-06,NW823,Hearne-1772-02-06,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,6,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1959,-111.9245232,41.99164819,1,Ogden-1825-05-05,NW6718,Ogden-1825-05-05,1824-30-Ogden,Went W along Utah state line fine plain bison 41 beavers,1403.491943,125,NA,1825,5,5,,United States of America,Utah,Cache,3,20,Bison bison,,981,,,
1960,-111.924231,60.27830495,1,Hearne-1772-02-08,NW825,Hearne-1772-02-08,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,8,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1961,-111.9239424,43.75136165,1,Ferris-1832-12-18,NW8494,Ferris-1832-12-18,1830-35-Ferris,"probably arrived at Dripps camp, good meat supply",1481.403198,118,NA,1832,12,18,,United States of America,Idaho,Jefferson,3,20,Bison bison,,342,,,
1962,-111.922292,35.786483,3,,,Red Horse Wash; NA9528.Lot.4 and Lot.1 (NA5164),,,1988.072876,700,700,1250,NA,NA,,United States of America,Arizona,Coconino,NA,NA,,,830,,,
1963,-111.921615,45.295889,2,,,Barton Gulch [24MA171],NA,NA,2035.880249,3504,3644,-1554,NA,NA,,United States of America,Montana,Madison,NA,NA,,,"1352, 838",,,
1964,-111.921615,45.295889,2,,,Barton Gulch [24MA171],NA,NA,2035.880249,3269,3409,-1319,NA,NA,,United States of America,Montana,Madison,NA,NA,,,"1352, 838",,,
1965,-111.9208752,53.68533651,1,Kane-1846-09-24,NW11872,Kane-1846-09-24,1846-48-Kane,"Long Grass Prairie many bison kill grizzly, deer sheds",618.581604,104,NA,1846,9,24,,Canada,Alberta,.,3,15,Bison bison,,665,,,
1966,-111.918913,33.179957,2,,,Snaketown,,village,358.6075439,726,1757,1224,NA,NA,Hohokam PreClassic,United States of America,Arizona,Pinal,7,NA,,,"10, 499, 501, 10",,,
1967,-111.9182893,43.66091961,1,Russ-1838-10-30,NW10749,Russell-1838-10-30,1834-40-Russell,On Snake R plains till Nov 18 bison hunt,1481.403198,112,NA,1838,10,30,,United States of America,Idaho,Jefferson,3,16,Bison bison,,1113,,,
1968,-111.917306,42.09505,2,,10FR4,Weston Canyon Rockshelter,Layer 9,,1403.491943,5000,NA,-3050,NA,NA,,United States of America,Idaho,Franklin,1,1,,,172,,,
1969,-111.917306,42.09505,2,,10FR4,Weston Canyon Rockshelter,Layers 4/5,,1403.491943,2500,3000,-550,NA,NA,,United States of America,Idaho,Franklin,1,2,,,172,,,
1970,-111.917306,42.09505,2,,10FR4,Weston Canyon Rockshelter,Layers 3/4 (1960),,1403.491943,2200,3500,-250,NA,NA,,United States of America,Idaho,Franklin,1,4,,,172,,,
1971,-111.917306,42.09505,2,,10FR4,Weston Canyon Rockshelter,Layers 6/7/8,,1403.491943,1250,NA,700,NA,NA,,United States of America,Idaho,Franklin,1,1,,,172,,,
1972,-111.9110257,60.17013244,1,Hearne-1772-02-04,NW821,Hearne-1772-02-04,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,4,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1973,-111.9090808,43.79441431,1,Hunt-1811-10-14,NW4846,Hunt-1811-10-14,1811-Hunt,"Snake River canoe built, see antelope herd, old bison sign",1480.217651,139,NA,1811,10,14,,United States of America,Idaho,Madison,1,1,Bison bison,,1097,,,
1974,-111.9083272,44.37421734,1,Wyeth-1833-06-23,NW9816,Wyeth-1833-06-23,1832-35-Wyeth,same camp Camas plains camas in bloom harvesting,1948.118286,117,NA,1833,6,23,,United States of America,Idaho,Clark,3,3,Bison bison,,1424,,,
1975,-111.9052309,48.4264121,1,Lewis-1806-07-20,NW4012,Lewis-1806-07-20,1804-06-LewisClark,"up Marias to s Shelby, bison, elk, mule deer, antelope",1055.100586,144,NA,1806,7,20,,United States of America,Montana,Toole,3,13,Bison bison,,1303,,,
1976,-111.9016147,44.33362549,1,Wyeth-1833-06-29,NW9822,Wyeth-1833-06-29,1832-35-Wyeth,killed 1 bison big Blackfoot Camp on Tobacco (Red Lakes) fk Missouri,1948.118286,117,NA,1833,6,29,,United States of America,Idaho,Clark,3,4,Bison bison,,1424,,,
1977,-111.901029,44.38894841,1,Wyeth-1833-06-20,NW9813,Wyeth-1833-06-20,1832-35-Wyeth,On Camas Ck NE of 3 Butes first bison in 10 days,1948.118286,117,NA,1833,6,20,,United States of America,Idaho,Clark,3,113,Bison bison,,1424,,,
1978,-111.8978228,43.74420834,1,Ferris-1832-12-19,NW8495,Ferris-1832-12-19,1830-35-Ferris,"at Dripps camp, well supplied",1481.403198,118,NA,1832,12,19,,United States of America,Idaho,Jefferson,3,20,Bison bison,,342,,,
1979,-111.8978202,43.77278648,1,Hunt-1811-10-17,NW4849,Hunt-1811-10-17,1811-Hunt,Observed numerous old bison tracks,1481.403198,139,NA,1811,10,17,,United States of America,Idaho,Madison,2,2,Bison bison,,1097,,,
1980,-111.895825,43.78662082,1,Ferris-1833-01-20,NW8501,Ferris-1833-01-20,1830-35-Ferris,"Moved camp 3 times in January for horse forage, good hunting",1481.403198,117,NA,1833,1,20,,United States of America,Idaho,Madison,3,20,Bison bison,,342,,,
1981,-111.8942135,44.01074406,1,Ferris-1832-06-02,NW8357,Ferris-1832-06-02,1830-35-Ferris,p81 made trip up to mounds and sandhills,1639.332031,118,NA,1832,6,2,,United States of America,Idaho,Fremont,2,2,Bison bison,,342,,,
1982,-111.892129,41.211113,2,,,42Wb331,Assemblage,,1757.105713,600,NA,1350,NA,NA,,United States of America,Utah,Weber,2,NA,,,423,,,
1983,-111.8910454,60.21203545,1,Hearne-1772-02-05,NW822,Hearne-1772-02-05,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,5,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1984,-111.8876967,44.36734515,1,Wyeth-1833-06-22,NW9815,Wyeth-1833-06-22,1832-35-Wyeth,"same camp, Bonneville to S, bison run into camp",1948.118286,117,NA,1833,6,22,,United States of America,Idaho,Clark,3,20,Bison bison,,1424,,,
1985,-111.8848889,44.40039919,1,Wyeth-1833-06-21,NW9814,Wyeth-1833-06-21,1832-35-Wyeth,"same camp, 94 beaver trapped northwards, kill  1 bull",1948.118286,117,NA,1833,6,21,,United States of America,Idaho,Clark,3,14,Bison bison,,1424,,,
1986,-111.884264,40.021963,2,,42UT636,Goshen Island South,Assemblage,,1410.259521,490,740,1460,NA,NA,,United States of America,Utah,Utah,14,8,,,642,,,
1987,-111.879594,41.319871,2,,,42Wb317,Assemblage,,1956.3125,540,1015,1410,NA,NA,,United States of America,Utah,Weber,6,NA,,,795,,,
1988,-111.8793792,43.03725459,1,Wyeth-1832-07-30,NW9627,Wyeth-1832-07-30,1832-35-Wyeth,Hunting drying buffalo on Blackfoot River,1864.184204,118,NA,1832,7,30,,United States of America,Idaho,Bingham,3,20,Bison bison,,1424,,,
1989,-111.8791777,43.72345328,1,Ferris-1833-01-30,NW8502,Ferris-1833-01-30,1830-35-Ferris,"Moved camp 3 times in January for horse forage, good hunting",1481.403198,117,NA,1833,1,30,,United States of America,Idaho,Jefferson,3,20,Bison bison,,342,,,
1990,-111.8759045,43.02491369,1,Wyeth-1832-07-31,NW9628,Wyeth-1832-07-31,1832-35-Wyeth,make up day in journal on Blackfoot River,1864.184204,118,NA,1832,7,31,,United States of America,Idaho,Bingham,3,20,Bison bison,,1424,,,
1991,-111.875,37.25,3,25205,16266,Wither's Wallow,,Rockshelter,1550.032104,11850,14126,-9900,NA,NA,,United States of America,Utah,Kane,0,1,Bison sp,,"631, 876, 877, 1373, 874, 1128",,,
1992,-111.8745438,43.05112674,1,Russ-1835-05-19,NW10200,Russell-1835-05-19,1834-40-Russell,In same camp till May 22 cows not in good shape,1864.184204,115,NA,1835,5,19,,United States of America,Idaho,Bingham,2,19,Bison bison,,1113,,,
1993,-111.8737419,44.65318565,1,Ogden-1825-07-01,NW6774,Ogden-1825-07-01,1824-30-Ogden,8M NW  (NE?) to fine level plain Buffalo plenty many killed,2230.961914,125,NA,1825,7,1,,United States of America,Montana,Beaverhead,3,33,Bison bison,,981,,,
1994,-111.8736197,42.6500364,1,Bonn-1833-12-20,NW9560,Bonn-1833-12-20,1832-35-Bonneville,Winter camp stolen horses used for bison running,1747.177246,117,NA,1833,12,20,,United States of America,Idaho,Caribou,3,6,Bison bison,,612,,,
1995,-111.873156,40.360654,2,,42UT591,Sandy Beach,Assemblage,,1434.236938,600,700,1350,NA,NA,,United States of America,Utah,Utah,4,1,,,642,,,
1996,-111.8721422,43.83395332,1,Ferris-1832-06-08,NW8363,Ferris-1832-06-08,1830-35-Ferris,"going slowly up Henry's fork, killing 100s bison everyday",1480.217651,118,NA,1832,6,8,,United States of America,Idaho,Madison,3,33,Bison bison,,342,,,
1997,-111.871963,42.64484685,1,Wyeth-1832-08-06,NW9634,Wyeth-1832-08-06,1832-35-Wyeth,"same location?, likely drying meat",1747.177246,118,NA,1832,8,6,,United States of America,Idaho,Caribou,2,7,Bison bison,,1424,,,
1998,-111.8700681,60.14316235,1,Hearne-1772-02-03,NW820,Hearne-1772-02-03,1770-74-Hearne,"slowly eastwards through thick burnt woods, plenty bison moose",192.5373077,178,NA,1772,2,3,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1999,-111.8691307,43.73695973,1,Ferris-1832-12-31,NW8499,Ferris-1832-12-31,1830-35-Ferris,At Dripps camp at Forks for New Years well supplied,1481.403198,118,NA,1832,12,31,,United States of America,Idaho,Madison,3,20,Bison bison,,342,,,
2000,-111.8666667,40.36666667,3,5713,4552,Merrico Gravel Pit [Merrico Pit] [42SIO73V],,,1434.236938,11000,30000,-9050,NA,NA,,United States of America,Utah,Utah,0,1,Bison bison antiquus,,"236, 952, 954",,,
2001,-111.8666667,40.61666667,3,5709,4548,Sorenson Construction Pit,,,1427.713745,11000,14500,-9050,NA,NA,,United States of America,Utah,Salt Lake,1,1,Bison bison antiquus,,"236, 952, 954",,,
2002,-111.866313,43.54488,2,,,10BV93,,,1523.728516,4300,NA,-2350,NA,NA,,United States of America,Idaho,Bonneville,NA,5,,,408,,,
2003,-111.8646643,43.03059604,1,Wyeth-1832-07-29,NW9626,Wyeth-1832-07-29,1832-35-Wyeth,Probably on Blackfoot River 13 buffalo,1864.184204,118,NA,1832,7,29,,United States of America,Idaho,Bingham,3,26,Bison bison,,1424,,,
2004,-111.8636213,42.65696741,1,Wyeth-1832-08-05,NW9633,Wyeth-1832-08-05,1832-35-Wyeth,"make 7 bales meat, move 3 miles down to creek running into valley",1747.177246,118,NA,1832,8,5,,United States of America,Idaho,Caribou,3,15,Bison bison,,1424,,,
2005,-111.8609752,43.03484837,1,Russ-1835-05-17,NW10198,Russell-1835-05-17,1834-40-Russell,Blackfoot River hunt bison cows not in good shape,1864.184204,115,NA,1835,5,17,,United States of America,Idaho,Bingham,3,20,Bison bison,,1113,,,
